HOSTNAME,HOSTSTATE,MACHINETYPE,IPADDR,NETMASK,GATEWAY,CUSTOMER,CONTRACT,SOURCE,VLAN,DESCRIPTION
"SSISBEDB4084","Up","Vmachine with HW Failover","fe80::5096:29e4:54a6:64a8 192.168.146.126","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4084","Up","Vmachine with HW Failover","10.199.18.126","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4084","Up","Vmachine with HW Failover","fe80::4062:1232:27c6:449c%7","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4084","Up","Vmachine with HW Failover","10.26.14.215","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4084","Up","Vmachine with HW Failover","10.26.14.213","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4084","Up","Vmachine with HW Failover","fe80::58e1:5f9f:c84b:6f8%8","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4084","Up","Vmachine with HW Failover","192.168.146.126","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4084","Up","Vmachine with HW Failover","fe80::5096:29e4:54a6:64a8%3","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4095","Up","Vmachine with HW Failover","10.199.18.159","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.220","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.221","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.224","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4095","Up","Vmachine with HW Failover","192.168.146.159","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4095","Up","Vmachine with HW Failover","10.126.172.74","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.224","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4097 (Jira)"
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.221","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","SSISBEDBI4095"
"SSISBEDB4095","Up","Vmachine with HW Failover","10.199.18.159","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.220 10.26.14.221 10.26.14.224","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_556",""
"SSISBEDB4095","Up","Vmachine with HW Failover","192.168.146.159","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4095","Up","Vmachine with HW Failover","fe80::6854:f3a8:15f5:80e2 10.126.172.250","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_555",""
"SSISBEDB4095","Up","Vmachine with HW Failover","192.168.146.159","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4095","Up","Vmachine with HW Failover","10.199.18.159","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.224","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.221","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4095","Up","Vmachine with HW Failover","10.26.14.220","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4095","Up","Vmachine with HW Failover","10.126.172.250","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4095","Up","Vmachine with HW Failover","fe80::6854:f3a8:15f5:80e2%9","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4101","Up","Clustered Vmachine","10.126.172.45","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4101","Up","Clustered Vmachine","10.1.1.1","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4101","Up","Clustered Vmachine","10.199.18.179","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBEDB4101","Up","Clustered Vmachine","10.126.172.46","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4101","Up","Clustered Vmachine","192.168.146.179","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBEDB4101","Up","Clustered Vmachine","10.126.172.46","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4101"
"SSISBEDB4101","Up","Clustered Vmachine","10.199.18.179","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4101","Up","Clustered Vmachine","fe80::9c81:fb9e:dc54:c87e 10.126.172.46 10.126.172.44 10.126.172.45","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4101","Up","Clustered Vmachine","192.168.146.179","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4101","Up","Clustered Vmachine","10.1.1.1","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4101","Up","Clustered Vmachine","10.126.172.45","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4101","Up","Clustered Vmachine"," 10.126.172.44","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4101","Up","Clustered Vmachine"," 10.126.172.46","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4101","Up","Clustered Vmachine"," fe80::9c81:fb9e:dc54:c87e","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4101","Up","Clustered Vmachine","10.199.18.179","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4101","Up","Clustered Vmachine","192.168.146.179","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4101","Up","Clustered Vmachine","10.1.1.1","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4102","Up","Clustered Vmachine","10.1.1.2","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4102","Up","Clustered Vmachine","10.199.18.180","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBEDB4102","Up","Clustered Vmachine","10.126.172.47","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4102","Up","Clustered Vmachine","10.126.172.44","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4102","Up","Clustered Vmachine","10.126.172.45","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4102","Up","Clustered Vmachine","192.168.18.180","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBEDB4102","Up","Clustered Vmachine","10.126.172.47","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4102"
"SSISBEDB4102","Up","Clustered Vmachine","10.199.18.180","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4102","Up","Clustered Vmachine","10.126.172.47","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4102","Up","Clustered Vmachine","192.168.18.180","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_2517",""
"SSISBEDB4102","Up","Clustered Vmachine","10.1.1.2","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4102","Up","Clustered Vmachine","192.168.18.180","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4102","Up","Clustered Vmachine","10.126.172.47","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4102","Up","Clustered Vmachine","10.1.1.2","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4102","Up","Clustered Vmachine","10.199.18.180","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine","10.126.172.49","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4105","Up","Clustered Vmachine","10.126.172.50","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4105","Up","Clustered Vmachine","10.199.18.181","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBEDB4105","Up","Clustered Vmachine","192.168.146.181","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBEDB4105","Up","Clustered Vmachine","fe80::b5e5:183b:2aca:bc93 10.126.173.54","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_576",""
"SSISBEDB4105","Up","Clustered Vmachine","fe80::2009:ccd2:dd78:877c 10.126.172.50 10.126.172.43 10.126.172.49","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4105","Up","Clustered Vmachine","fe80::e5e6:8e36:b314:5d1b 10.199.18.181","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4105","Up","Clustered Vmachine","fe80::b4d4:94:4f32:f06f 192.168.146.181","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4105","Up","Clustered Vmachine","10.126.173.54","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine"," fe80::b5e5:183b:2aca:bc93","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine","192.168.146.181","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine","fe80::b4d4:94:4f32:f06f%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine","10.199.18.181","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine","fe80::e5e6:8e36:b314:5d1b%5","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine","10.126.172.49","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine"," 10.126.172.43","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine"," 10.126.172.50","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4105","Up","Clustered Vmachine"," fe80::2009:ccd2:dd78:877c","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine","10.126.172.51","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4106","Up","Clustered Vmachine","10.126.172.48","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4106","Up","Clustered Vmachine","10.126.172.49","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4106","Up","Clustered Vmachine","10.199.18.182","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBEDB4106","Up","Clustered Vmachine","192.168.18.182","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBEDB4106","Up","Clustered Vmachine","fe80::697d:ef3b:59a3:e4f7 10.126.173.55","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_576",""
"SSISBEDB4106","Up","Clustered Vmachine","fe80::68da:3994:1979:de99 10.126.172.51 10.126.172.48","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4106","Up","Clustered Vmachine","fe80::1da1:ead8:c9ed:48a8 10.199.18.182","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4106","Up","Clustered Vmachine","fe80::cd7:359f:112b:e6c 192.168.18.182","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_2517",""
"SSISBEDB4106","Up","Clustered Vmachine","192.168.18.182","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine","fe80::cd7:359f:112b:e6c%4","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine","10.199.18.182","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine","fe80::1da1:ead8:c9ed:48a8%9","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine","10.126.172.48","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine"," 10.126.172.51","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine"," fe80::68da:3994:1979:de99","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine","10.126.173.55","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4106","Up","Clustered Vmachine"," fe80::697d:ef3b:59a3:e4f7","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4107","Up","Vmachine with HW Failover","10.26.17.94","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","PRODUCTION"
"SSISBEDB4107","Up","Vmachine with HW Failover","172.21.8.38","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4107","Up","Vmachine with HW Failover","192.168.144.132","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4107","Up","Vmachine with HW Failover","fe80::b501:4a5f:9c42:2d 172.21.227.37","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_126",""
"SSISBEDB4107","Up","Vmachine with HW Failover","fe80::b599:381e:f925:715e 10.126.172.204","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_555",""
"SSISBEDB4107","Up","Vmachine with HW Failover","fe80::3c78:1af5:6d22:c46d 10.199.16.132","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4107","Up","Vmachine with HW Failover","fe80::d5d2:21d8:383d:33ad 192.168.144.132","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4107","Up","Vmachine with HW Failover","192.168.144.132","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4107","Up","Vmachine with HW Failover","fe80::d5d2:21d8:383d:33ad%10","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4107","Up","Vmachine with HW Failover","172.21.227.37","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4107","Up","Vmachine with HW Failover","fe80::b501:4a5f:9c42:2d%3","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4107","Up","Vmachine with HW Failover","10.199.16.132","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4107","Up","Vmachine with HW Failover","fe80::3c78:1af5:6d22:c46d%2","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4107","Up","Vmachine with HW Failover","10.126.172.204","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4107","Up","Vmachine with HW Failover","fe80::b599:381e:f925:715e%9","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4108","Disposed","Vmachine with HW Failover","10.199.16.23","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4108 ADMIN"
"SSISBEDB4108","Disposed","Vmachine with HW Failover","192.168.16.181","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4108 BACKUP"
"SSISBEDB4108","Disposed","Vmachine with HW Failover","10.126.172.238","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBEDB4108"
"SSISBEDB4201","Up","Clustered Vmachine","10.126.172.54","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBEDB4201","Up","Clustered Vmachine","10.126.172.55","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4201","Up","Clustered Vmachine","10.126.172.57","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBEDB4201","Up","Clustered Vmachine","10.199.18.183","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBEDB4201","Up","Clustered Vmachine","192.168.146.183","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBEDB4201","Up","Clustered Vmachine","fe80::78fa:3384:b2ce:c461 10.126.173.56","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_576",""
"SSISBEDB4201","Up","Clustered Vmachine","fe80::f87c:3710:bfc7:a61f 10.126.172.55 10.126.172.57 10.126.172.68","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_555",""
"SSISBEDB4201","Up","Clustered Vmachine","fe80::ccd8:6c76:3859:9bbf 10.199.18.183","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4201","Up","Clustered Vmachine","fe80::cea:c227:3665:66ee 192.168.146.183","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4201","Up","Clustered Vmachine","10.126.172.68","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine"," 10.126.172.57","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine"," 10.126.172.55","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine"," fe80::f87c:3710:bfc7:a61f","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine","10.199.18.183","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine","fe80::ccd8:6c76:3859:9bbf%3","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine","192.168.146.183","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine"," fe80::cea:c227:3665:66ee","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine","10.126.173.56","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4201","Up","Clustered Vmachine"," fe80::78fa:3384:b2ce:c461","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine","10.126.172.56","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4202","Up","Clustered Vmachine","10.126.172.58","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4202","Up","Clustered Vmachine","10.126.172.54","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4202","Up","Clustered Vmachine","10.126.172.68","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","Production"
"SSISBEDB4202","Up","Clustered Vmachine","10.199.18.184","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4202","Up","Clustered Vmachine","192.168.18.184","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4202","Up","Clustered Vmachine","fe80::6827:2bce:ed57:f95c 10.126.173.57","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_576",""
"SSISBEDB4202","Up","Clustered Vmachine","fe80::f0b0:f336:2522:ee4e 10.126.172.56 10.126.172.58 10.126.172.54","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_555",""
"SSISBEDB4202","Up","Clustered Vmachine","fe80::f974:e103:4864:456a 10.199.18.184","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4202","Up","Clustered Vmachine","fe80::cc7b:a8b1:47d3:1db3 192.168.18.184","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_2517",""
"SSISBEDB4202","Up","Clustered Vmachine","10.126.172.54","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine"," 10.126.172.58","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine"," 10.126.172.56","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine"," fe80::f0b0:f336:2522:ee4e","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine","10.126.173.57","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine"," fe80::6827:2bce:ed57:f95c","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine","192.168.18.184","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine","fe80::cc7b:a8b1:47d3:1db3%6","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine","10.199.18.184","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4202","Up","Clustered Vmachine","fe80::f974:e103:4864:456a%8","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4203","Up","Vmachine with HW Failover","10.126.172.203","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","PRODUCTION"
"SSISBEDB4203","Up","Vmachine with HW Failover","10.199.16.133","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","ADMIN"
"SSISBEDB4203","Up","Vmachine with HW Failover","192.168.144.133","","","Atlas Copco","Atlas SQL Hotel","Manual entry","","BACKUP"
"SSISBEDB4203","Up","Vmachine with HW Failover","fe80::dd17:8258:93d8:1c9d 10.126.172.203","","","Atlas Copco","Atlas SQL Hotel","VMWare","PROD_VLAN_555",""
"SSISBEDB4203","Up","Vmachine with HW Failover","fe80::dd2a:7fcf:6b1d:95ad 10.199.16.133","","","Atlas Copco","Atlas SQL Hotel","VMWare","ADMIN_VLAN_2117",""
"SSISBEDB4203","Up","Vmachine with HW Failover","fe80::109c:30e8:bbfd:4ad5 192.168.144.133","","","Atlas Copco","Atlas SQL Hotel","VMWare","BACKUP_VLAN_3517",""
"SSISBEDB4203","Up","Vmachine with HW Failover","192.168.144.133","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
"SSISBEDB4203","Up","Vmachine with HW Failover","fe80::109c:30e8:bbfd:4ad5%4","","","Atlas Copco","Atlas SQL Hotel","SCOM","",""
